USER_ID,ITEM_ID,EVENT_TYPE,TIMESTAMP
623727,6804081,click,1569695400
128183,1564654,view,1548268200
949188,5514767,view,1637951400
876960,3099226,click,1625596200
439905,8391177,view,1611858600
393384,5656656,click,1628361000
366432,6117150,click,1602613800
101741,9521489,click,1593282600
190550,5758296,view,1550860200
859085,4844935,view,1552847400
144332,2384162,view,1613673000
871390,6804081,click,1629570600
247526,4037297,click,1638729000
606758,9521489,view,1570818600
134079,8118336,click,1550860200
306685,2012041,click,1561141800
104700,5296176,click,1625596200
194393,3306631,view,1546367400
191290,9521489,view,1628015400
478269,5080493,click,1636309800
186967,7944412,click,1619116200
596166,1564654,view,1630953000
226531,2903058,view,1596652200
388808,3921147,view,1588271400
125251,1784357,view,1595529000
378622,5048104,view,1635445800
442486,3099226,click,1550514600
313401,6804081,click,1551033000
272639,4580377,view,1617388200
196881,2523593,view,1601145000
297501,2523593,view,1588876200
878424,2002269,click,1602527400
762889,1307091,click,1580495400
559300,6145271,view,1602095400
606448,7944412,click,1600108200
528684,8227729,view,1595183400
426557,4852289,view,1552674600
218008,2384162,click,1554229800
287699,6145271,view,1586543400
736368,7372098,click,1629484200
979125,8134390,click,1563129000
461791,7944412,view,1616956200
304761,5114833,click,1584124200
953627,4429430,click,1548873000
473822,1564654,view,1565721000
588990,7372098,click,1629397800
350427,4580377,click,1555698600
579031,4852289,view,1618943400
100000,2012041,view,1619980200
313401,7944412,view,1603823400
449959,2903058,view,1588271400
259057,6328334,view,1563561000
898406,4844935,view,1581532200
321998,8391177,view,1597170600
829376,1784357,view,1592245800
422424,9521489,view,1610389800
460539,9947028,view,1597257000
452776,3099226,view,1553452200
109456,5656656,click,1639161000
126234,7705785,click,1637087400
540917,1564654,click,1624386600
906659,5048104,click,1623263400
262065,8391177,click,1608661800
736367,1784357,click,1566585000
569144,5095492,view,1585420200
712917,5296176,view,1581705000
720254,5151556,view,1583087400
421847,6117150,view,1576521000
497231,1784357,click,1602441000
781103,4037297,click,1608316200
193030,7944412,click,1625164200
962659,3306631,click,1582741800
750045,8102686,view,1555957800
205355,4844935,view,1594060200
233106,7705785,view,1581877800
895401,5080493,view,1606069800
464225,2012041,click,1550428200
304761,8120403,view,1586111400
334811,7372098,view,1575657000
317873,5958479,click,1572633000
464363,2523593,view,1577817000
851475,1307091,click,1554229800
771360,2384162,view,1625077800
314716,8645618,click,1597257000
872922,6328334,click,1636482600
120817,6117150,view,1598207400
616251,8645618,click,1597516200
506693,5514767,view,1568226600
423139,7944412,view,1578767400
376046,8391177,click,1605033000
792759,6328334,click,1592505000
391866,5151556,view,1582569000
888503,1784357,view,1561314600
329095,2523593,click,1597343400
211849,4429430,view,1561055400
524044,2384162,view,1609353000
805976,2061734,click,1602527400
194748,4844935,click,1631817000
101741,6328334,view,1632681000
122337,5758296,click,1588098600
607532,6318123,view,1579026600
952588,3921147,click,1569263400
202794,8134390,click,1633631400
712828,1784357,click,1612722600
299078,4037297,view,1566585000
945837,7944412,view,1606847400
737134,5080493,view,1568485800
214209,5080493,view,1589567400
210877,3921147,click,1623436200
606448,1784357,view,1633113000
705123,4429430,view,1613759400
780521,4844935,view,1583778600
618862,1784357,click,1638901800
215044,7372098,click,1608316200
589895,7705785,view,1557253800
172487,5095492,view,1570732200
864785,7372098,click,1568658600
405022,8102686,view,1631125800
788462,5048104,view,1550601000
720471,2012041,view,1624732200
603866,8391177,view,1578335400
759669,2903058,view,1547404200
335911,8120403,click,1609353000
990881,2523593,click,1577644200
740938,4037297,click,1626460200
791961,1564654,click,1576693800
396613,8227729,click,1569004200
271177,6804081,view,1597602600
791342,6318123,click,1558636200
952700,3306631,click,1623781800
399160,1564654,click,1597170600
479298,3921147,click,1584556200
615203,8645618,click,1565893800
754914,3099226,click,1553020200
584394,9521489,click,1602441000
256278,1307091,click,1590690600
680947,9521489,click,1623954600
565235,3099226,click,1579631400
600316,4580377,click,1614709800
541808,5048104,click,1636309800
852338,6328334,view,1582741800
759499,8227729,click,1566498600
231826,6117150,click,1633804200
461729,2002269,view,1630866600
294364,9947028,view,1574965800
185950,5048104,view,1593455400
709960,4429430,view,1553020200
404729,7705785,view,1632767400
386916,5080493,click,1623954600
255652,4037297,view,1564857000
901679,7944412,view,1548873000
406625,5151556,click,1575138600
938107,6117150,view,1617042600
926021,4844935,click,1609266600
314716,5080493,click,1632940200
356408,8391177,click,1620498600
943595,5958479,click,1573583400
657944,5151556,click,1596738600
796619,5114833,click,1640543400
495054,2384162,click,1550341800
244382,8120403,view,1599157800
154545,8134390,view,1563301800
561639,6145271,click,1602786600
426484,3099226,click,1635618600
451689,6145271,view,1563474600
990960,4852289,view,1573756200
471977,8102686,click,1578940200
389681,2384162,view,1564684200
369456,8120403,click,1588617000
445712,6591984,click,1636482600
779956,4556099,click,1639765800
375370,4556099,view,1596911400
591107,3099226,click,1553279400
487537,1307091,view,1624386600
442625,4852289,click,1631471400
516164,7372098,click,1570300200
718529,4852289,click,1578508200
480404,4556099,view,1556303400
244382,2301101,click,1570473000
533990,4556099,click,1560450600
342109,3921147,view,1591900200
887391,9521489,view,1612809000
825992,5080493,view,1577644200
877353,6117150,view,1591122600
326206,6318123,click,1595961000
259611,5296176,view,1610908200
893126,4429430,view,1635532200
345686,2903058,view,1628361000
262241,2384162,view,1610908200
718287,8102686,view,1589740200
367058,1784357,click,1578076200
366432,2523593,view,1564511400
698998,4429430,view,1580236200
932778,5758296,click,1597084200
734362,4037297,click,1556908200
158838,4852289,view,1613932200
545238,2012041,click,1602613800
941389,6328334,view,1607538600
732718,5151556,view,1593541800
163877,2903058,view,1569609000
452650,2012041,view,1585679400
614635,2384162,view,1587407400
557618,2012041,click,1599244200
760558,1307091,click,1633026600
781568,4844935,click,1561141800
875121,5095492,view,1553106600
210877,5656656,view,1572373800
340133,2301101,view,1623004200
317497,8391177,click,1605292200
230569,5048104,click,1553538600
725353,7705785,view,1624905000
585972,6591984,view,1570559400
497782,6328334,view,1581877800
304044,8391177,view,1618511400
607309,1784357,view,1575311400
210890,4844935,click,1572114600
875121,1784357,view,1554661800
876960,5656656,click,1609785000
405022,3306631,view,1582137000
830513,4580377,click,1555525800
327318,5296176,click,1616956200
259433,2384162,view,1557253800
311805,5296176,click,1619721000
776806,5656656,click,1570732200
682132,8391177,click,1624127400
368655,3306631,click,1575397800
877900,5758296,view,1594578600
436308,5514767,view,1625682600
576141,8118336,view,1548700200
456869,2384162,view,1566671400
508188,7705785,click,1575657000
711329,8120403,view,1578767400
970080,5095492,click,1631557800
733785,3099226,click,1602441000
732705,4852289,view,1617215400
347474,4844935,click,1627237800
530584,6328334,click,1595269800
368481,1066873,view,1595442600
210573,3099226,view,1585593000
405967,2523593,view,1640025000
121848,7372098,view,1625855400
847031,2061734,view,1565634600
489885,8227729,click,1548441000
862933,2384162,click,1590345000
126086,8120403,click,1568140200
446997,2061734,click,1590517800
427786,4852289,view,1596738600
232648,5095492,click,1592850600
504887,2384162,view,1560623400
344450,2301101,click,1573237800
970974,5958479,click,1546453800
341735,3921147,view,1639852200
317497,8118336,view,1593973800
792909,8118336,click,1578940200
341318,5656656,click,1562697000
128004,8134390,click,1607365800
419819,6145271,click,1602527400
437530,8134390,click,1578249000
878281,4844935,click,1623263400
422065,8391177,click,1556735400
962735,5514767,view,1614105000
529667,2903058,view,1579977000
564810,1066873,click,1568831400
820302,4852289,view,1567276200
259433,5656656,click,1567621800
902240,1307091,click,1604601000
923282,3099226,click,1620239400
591107,6328334,view,1550773800
104700,5095492,view,1638297000
563086,6591984,view,1623522600
656161,5151556,view,1633545000
974275,4852289,click,1574101800
248745,8118336,view,1584037800
135155,5151556,click,1570818600
919454,5095492,click,1634754600
473822,6328334,click,1631212200
972232,2061734,view,1578335400
497231,1307091,click,1574015400
854608,8120403,click,1595529000
833036,5656656,click,1603305000
863383,8118336,click,1595442600
963042,6117150,view,1620844200
471324,2002269,click,1558117800
134723,6145271,view,1561055400
597123,3306631,view,1559241000
137136,8134390,click,1546367400
565120,5114833,click,1554921000
492696,7372098,click,1622658600
182327,1784357,click,1619461800
346948,5514767,click,1564165800
889542,7372098,click,1626287400
155653,9947028,view,1594751400
105140,1784357,click,1626287400
774544,2002269,click,1578594600
727849,5758296,view,1615141800
706179,2061734,click,1582396200
523233,7372098,click,1547145000
247164,7944412,view,1632335400
149884,5296176,click,1595961000
333293,2061734,click,1612636200
328412,8118336,view,1551724200
655466,9521489,click,1605205800
914943,5958479,click,1579285800
804138,2523593,view,1580149800
405246,6804081,view,1622313000
394774,8227729,view,1611772200
371914,3306631,click,1630434600
273555,2384162,click,1629743400
857385,3921147,click,1595701800
580764,6328334,click,1582741800
281544,5656656,click,1584901800
726551,2301101,click,1630521000
686348,1066873,view,1622831400
517121,1066873,view,1580754600
227893,7705785,view,1553452200
906086,5656656,click,1574447400
796619,5151556,click,1610735400
916887,2903058,view,1603045800
427445,5758296,click,1600108200
945196,6328334,click,1552761000
783192,3099226,click,1610994600
706499,9521489,view,1553797800
799307,8391177,view,1624991400
383724,5048104,click,1574361000
100453,7705785,view,1563129000
781103,8118336,view,1559327400
411062,8391177,click,1557858600
479452,5958479,view,1635013800
634654,9521489,view,1586543400
253637,6328334,click,1598034600
170048,2301101,click,1573324200
708505,7372098,view,1615833000
494931,4844935,click,1565461800
807700,4037297,view,1597343400
434876,8391177,view,1637519400
361397,8645618,click,1585074600
630472,2012041,click,1638383400
678241,6117150,click,1606933800
382506,8102686,view,1633113000
549746,3099226,click,1588271400
325365,8102686,view,1572546600
915884,5095492,view,1559586600
989993,3306631,click,1593541800
731149,5095492,click,1631730600
143634,8645618,view,1612377000
216943,8227729,view,1585074600
574192,8118336,click,1579977000
462246,2384162,click,1558636200
576952,5656656,view,1601749800
871390,4037297,click,1557081000
566608,7372098,view,1559413800
429473,2061734,click,1605810600
939067,5656656,view,1629829800
433530,5080493,click,1554229800
761806,6145271,click,1604082600
706499,1307091,click,1627669800
280785,5114833,click,1639420200
193207,7705785,view,1619375400
221743,8134390,view,1631730600
723334,4580377,view,1627497000
235831,5514767,click,1632162600
661713,8645618,click,1576953000
178273,6318123,click,1615141800
946685,4844935,view,1639852200
610598,9521489,click,1630866600
522154,8227729,click,1600540200
290323,5080493,click,1607711400
236659,7372098,click,1613068200
435848,2384162,click,1639333800
544884,2301101,click,1622485800
891947,3306631,click,1640284200
597293,3306631,click,1555093800
955165,8118336,view,1562956200
492725,1784357,click,1607538600
877056,9947028,view,1602009000
587916,4037297,click,1561746600
187751,4429430,view,1604601000
617739,2384162,view,1617388200
276428,9521489,view,1607020200
141845,5095492,view,1609871400
497782,5080493,click,1638124200
383415,4429430,view,1548181800
987984,5958479,view,1601145000
255308,8645618,view,1630175400
392700,4556099,view,1626805800
437489,6117150,click,1631039400
729387,5114833,click,1617906600
598569,7705785,click,1555266600
630472,3306631,click,1587493800
531970,7944412,view,1574188200
182999,2384162,click,1604428200
833396,2012041,click,1628447400
505913,2012041,click,1610476200
556080,1066873,click,1549909800
277608,4852289,view,1614709800
829207,4037297,view,1582569000
592898,2384162,view,1599589800
346948,2301101,view,1553538600
610780,8102686,click,1629829800
306693,4429430,click,1580668200
614637,2061734,click,1626633000
849064,7705785,click,1575916200
248745,8645618,view,1634236200
905497,5656656,click,1594665000
126086,1784357,click,1635877800
146350,5048104,view,1594233000
221911,8391177,click,1631817000
607426,2301101,view,1597948200
831023,8645618,view,1561314600
101165,4037297,click,1628188200
788250,8118336,view,1584469800
368481,4580377,click,1564511400
664056,1784357,view,1605810600
276130,9947028,click,1606069800
929305,5758296,view,1607279400
585972,2903058,view,1555093800
860112,2384162,click,1623522600
745286,8134390,click,1572028200
517945,7372098,click,1605205800
247526,9521489,click,1568226600
923215,8227729,view,1620585000
522267,5656656,click,1559673000
167883,7372098,click,1591381800
167090,4852289,view,1604514600
486775,9521489,click,1629225000
355792,8120403,click,1569609000
776250,3306631,view,1548873000
852103,5151556,view,1582569000
358942,5080493,view,1562697000
204944,4844935,click,1598207400
589510,2061734,view,1595010600
198716,8645618,view,1562956200
888503,7944412,view,1580409000
116565,4556099,view,1597429800
687062,8227729,click,1593801000
627219,8120403,view,1574965800
233106,2301101,click,1557340200
175503,8120403,click,1618770600
521804,5095492,click,1610303400
283377,8227729,view,1623954600
520028,4852289,view,1573929000
478474,6591984,view,1619202600
541908,7705785,click,1547317800
401526,5656656,view,1546453800
276428,8227729,click,1576953000
204345,5095492,click,1595788200
716650,4852289,view,1607193000
460443,1066873,view,1584729000
128831,7705785,view,1633113000
953779,1784357,view,1567362600
910643,5080493,view,1569436200
303026,9947028,click,1603132200
516984,6804081,view,1572287400
815504,2903058,view,1598639400
276230,3306631,click,1560277800
604774,1307091,view,1550082600
522307,4556099,view,1611253800
356730,5114833,click,1562783400
640637,1564654,view,1581618600
907383,8227729,view,1631730600
762143,8391177,view,1567276200
341863,5151556,view,1558549800
911868,2384162,click,1608748200
688050,5296176,click,1549737000
788462,6591984,view,1583433000
444356,8391177,click,1568313000
329463,4580377,view,1633890600
862341,2903058,click,1635618600
935316,3306631,view,1561919400
987050,7705785,click,1602441000
272825,6117150,view,1598034600
576276,1307091,view,1607625000
822314,2301101,click,1592505000
518927,6117150,view,1598207400
382702,5656656,view,1577557800
457511,4429430,click,1613413800
776841,2002269,click,1640370600
862341,8134390,click,1598725800
475725,1784357,click,1606674600
775651,5296176,view,1616178600
549578,8391177,click,1616005800
492725,8118336,click,1551637800
705123,8227729,view,1564770600
409152,4037297,view,1597861800
226284,8102686,click,1597948200
381546,5080493,click,1548873000
328376,5296176,click,1574101800
475725,5095492,view,1593973800
276130,7372098,view,1570213800
119835,6804081,click,1569781800
221321,5114833,view,1548959400
178273,5296176,view,1581186600
658679,4844935,view,1612636200
650874,8227729,click,1627065000
287699,9521489,click,1609439400
986374,4037297,view,1607625000
187826,7372098,click,1561228200
526090,5758296,click,1591986600
167683,8391177,view,1629397800
851475,5114833,click,1637778600
600139,8102686,click,1593196200
767154,1564654,view,1562005800
399160,7372098,view,1589999400
184394,1066873,view,1635013800
597123,4844935,view,1611945000
151498,8118336,view,1557340200
191979,6591984,click,1632249000
228352,7372098,click,1575052200
599104,6117150,view,1640889000
977437,5958479,view,1604601000
630984,2002269,click,1631989800
737134,6328334,click,1591900200
142965,5958479,view,1631298600
204177,6117150,view,1605205800
931144,7944412,click,1555007400
712828,7944412,click,1574879400
822508,3921147,view,1596479400
521673,2002269,click,1639679400
289789,8227729,click,1623954600
923282,5656656,view,1629743400
583235,6591984,view,1554834600
653243,5296176,view,1632594600
626253,5114833,view,1601231400
484925,8645618,view,1625682600
626253,7372098,view,1592073000
756295,5958479,click,1566757800
963042,5514767,view,1557945000
234770,3921147,view,1568399400
319845,6328334,view,1611253800
878424,8391177,view,1597689000
700077,6117150,view,1550601000
189489,4429430,view,1633372200
149691,3099226,view,1570645800
161820,5296176,view,1591036200
914704,8391177,click,1618252200
833396,7944412,view,1574620200
613199,5080493,view,1585593000
555155,8102686,view,1555180200
987984,1307091,view,1553884200
839887,8120403,view,1598812200
995491,6328334,click,1567189800
928667,5114833,click,1552761000
811810,5080493,view,1603737000
606701,9521489,click,1553625000
874657,8102686,click,1611081000
889247,6117150,view,1567017000
351408,5514767,click,1599762600
780521,5095492,click,1638469800
314375,6145271,view,1566325800
196881,6145271,click,1555180200
640637,6804081,click,1640543400
528301,6591984,view,1598207400
453977,7372098,view,1568140200
223642,8227729,click,1614969000
902240,1784357,click,1588530600
260602,3921147,view,1633199400
342698,1784357,click,1557685800
770722,5080493,click,1606415400
401103,5514767,click,1552501800
781104,8227729,view,1602181800
946246,5048104,click,1596306600
333881,7705785,click,1621967400
703261,3921147,click,1579977000
702069,2012041,click,1580581800
737602,2301101,click,1632421800
819121,1066873,view,1559241000
650267,4852289,view,1573583400
139108,7705785,view,1619980200
345836,5114833,view,1626201000
144422,7944412,click,1621708200
680201,4580377,click,1546540200
292012,9521489,view,1633631400
574597,4556099,view,1626546600
764917,2002269,view,1603909800
958246,5114833,click,1591468200
179178,6328334,view,1594837800
664342,9947028,click,1599417000
365742,5114833,click,1607884200
958267,7705785,view,1632508200
269002,9521489,view,1606501800
294849,7705785,view,1602527400
845029,7944412,view,1635618600
708795,5114833,view,1561055400
448997,9521489,click,1575657000
423139,8102686,view,1611858600
999912,9521489,view,1548700200
895238,5114833,view,1574188200
851903,6145271,click,1605033000
429473,7372098,view,1621535400
411912,6328334,view,1613932200
648842,2002269,view,1608921000
731149,5758296,view,1611081000
434918,5048104,click,1598380200
987050,9947028,view,1572460200
454857,1307091,click,1550341800
507849,1564654,click,1622399400
362676,5151556,click,1577903400
783974,9947028,view,1576866600
783192,9947028,view,1624732200
705763,8391177,view,1571077800
821767,6591984,click,1571337000
451209,3921147,click,1613241000
442486,4037297,click,1591295400
193030,1784357,click,1573151400
932816,5151556,click,1614450600
198716,6145271,view,1617042600
720471,2523593,view,1562178600
917604,6804081,click,1606588200
595759,9521489,view,1558722600
947189,2523593,view,1592850600
105140,7944412,view,1587148200
630517,5151556,click,1626201000
739187,1564654,view,1595874600
883805,2002269,view,1640284200
319941,7372098,click,1627410600
171113,7705785,click,1572978600
622861,5958479,click,1554834600
191957,9947028,view,1554057000
125251,5656656,view,1549132200
155687,8118336,view,1564252200
554842,4844935,view,1623695400
148873,5958479,click,1589567400
745277,2061734,click,1552329000
451856,9947028,view,1639420200
853096,4429430,click,1633285800
479298,7944412,click,1608402600
390429,7372098,view,1598293800
603543,2301101,view,1604341800
367850,2903058,click,1582309800
585881,2012041,click,1625423400
237322,2061734,view,1552415400
462246,5514767,view,1598812200
598746,5656656,view,1618165800
480404,5656656,click,1549737000
449716,1564654,click,1629570600
451447,6328334,click,1626633000
796038,1307091,click,1635100200
686348,1307091,view,1633977000
853096,5296176,click,1640629800
509278,3099226,click,1603564200
294920,7944412,click,1570386600
286641,2012041,click,1552933800
700368,2384162,click,1576607400
638799,8102686,view,1563474600
898050,4852289,view,1548181800
988247,5114833,view,1626633000
731367,2523593,view,1592159400
564149,2384162,view,1598898600
600316,7372098,click,1561401000
154545,5114833,view,1624818600
867643,1564654,click,1602095400
141665,5114833,click,1592245800
502686,5656656,click,1549737000
892459,5080493,click,1604082600
554842,1564654,click,1564252200
792759,4429430,view,1582396200
827250,9947028,click,1546540200
221605,3921147,click,1602527400
501099,4844935,view,1580236200
387377,5151556,view,1620066600
920463,7705785,view,1582050600
334069,8134390,click,1556908200
870911,7705785,click,1608143400
524294,9947028,view,1626719400
266787,7372098,view,1577471400
378622,5080493,view,1570213800
228377,6804081,click,1584988200
453598,4556099,view,1546799400
854125,2301101,view,1603909800
603282,6328334,click,1619548200
361259,2301101,click,1627929000
827512,4852289,view,1633199400
458934,8391177,view,1597343400
895664,5958479,click,1566844200
822904,7944412,view,1633717800
600432,7944412,view,1590431400
424580,6328334,click,1612981800
246689,2523593,view,1560105000
166873,6145271,view,1604169000
700077,5296176,click,1614796200
331335,5514767,click,1613327400
741926,5048104,click,1557945000
374422,1784357,click,1627237800
848035,2012041,view,1549564200
199687,4844935,click,1548181800
363252,6318123,click,1574965800
829376,1564654,view,1560105000
819771,5296176,click,1625423400
992973,5048104,view,1556908200
919454,5656656,view,1548095400
471324,5080493,view,1603823400
151498,8391177,click,1572546600
399926,4429430,click,1627065000
